Card Type Code,Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit
EO,Elo,GE Capital,6011001549394700609,Jon Hauck,356,01/2000,06/2003,9,7711,667980
HR,Hiper,Chase,5089990858530,Pink Little,212,01/2010,04/2014,24,4965,416784
VI,Visa,Chase,341855284015992,Miguel Huels,962,11/2014,07/2018,13,1061,951874
UP,UnionPay,Bank of America,627799380087518958,Columbus Satterfield,306,03/2020,06/2023,15,9251,155642
HR,Hiper,Capital One,6062825532889567,Curt Little,167,08/2016,02/2020,23,2993,582607
DS,Discover,Discover,62354822791600,Patrick Kautzer,2364,06/2006,11/2010,8,6747,7790
UP,UnionPay,Wells Fargo,6062829344972009,Seth Hoppe,890,08/2005,03/2009,19,5228,534990
JC,JCB,Japan Credit Bureau,2720284270548808,Kristian Stamm,898,11/2014,01/2018,19,2092,15394
UP,UnionPay,Wells Fargo,6446609617748238,Scotty Stokes,171,07/2010,02/2014,12,4859,142165
DC,Diners Club,Diners Club International,352861966293458134,Roger Waters,585,12/2006,08/2011,8,9901,846971
MT,Maestro,Bank of America,348089316972508,Arlie Mitchell,255,06/2004,10/2008,10,9661,412074
HR,Hiper,GE Capital,6490481614458,Evalyn Harris,473,09/2008,12/2012,22,2416,84265
MT,Maestro,Bank of America,38573450887577,Berry Rowe,479,03/2006,01/2010,10,7964,952035
JC,JCB,Japan Credit Bureau,81648623223854,Chanel Satterfield,238,05/2003,01/2008,27,7521,464750
MC,Mastercard,Capital One,5090001480097144,Alfred McKenzie,350,09/2006,11/2010,11,8669,264805
UP,UnionPay,Chase,2373220305623059,Jaunita Rogahn,232,04/2016,11/2020,10,3205,886818
AX,American Express,American Express,342380405245849,Damian Brekke,148,05/2002,07/2005,24,5878,586728
EO,Elo,Chase,3589105816712142753,Cordell Cummings,678,04/2018,10/2022,2,1674,656450
VI,Visa,Capital One,6062822810196906,Tyree Dare,663,07/2004,07/2009,8,6754,555301
HR,Hiper,Capital One,2131368842130006,Estefania Gleichner,440,09/2020,02/2024,14,9608,668429
DS,Discover,Discover,6376129792621013,Stephany Klocko,685,07/2005,08/2009,9,9195,145205
DS,Discover,Discover,6376090852936685,Neal Kutch,292,03/2013,04/2016,2,9524,344464
DS,Discover,Discover,6440568696686791568,Yesenia Paucek,583,09/2005,06/2010,8,9241,365951
JC,JCB,Japan Credit Bureau,6443393766784665,Eloisa Flatley,960,01/2005,12/2008,8,6750,208812
VI,Visa,Wells Fargo,6504396501744205,Adam Koch,465,02/2012,12/2016,3,4806,315915
MT,Maestro,Bank of America,6492779171652781932,Autumn Cummerata,171,04/2003,07/2007,11,6406,238081
HR,Hiper,Barclays,6011910618254831539,Norma Kiehn,581,02/2005,10/2008,9,9213,814370
HR,Hiper,Wells Fargo,6516529566781656,Gisselle Armstrong,442,04/2019,08/2023,11,6206,135647
AX,American Express,American Express,3000009791092799917,Federico Funk,346,05/2018,10/2022,2,1274,924473
DC,Diners Club,Diners Club International,6277819588225629,Meghan Krajcik,840,12/2020,12/2024,14,5201,461457
MC,Mastercard,Wells Fargo,6062821176282557,Marcos Ernser,871,05/2003,03/2007,3,6696,595964
JC,JCB,Japan Credit Bureau,4576314667934609,Lauriane Lehner,918,08/2001,02/2005,18,4330,931507
MC,Mastercard,U.S. Bancorp,6062828411165026,Kenneth Carter,701,03/2020,08/2023,20,4437,799683
DC,Diners Club,Diners Club International,6376129681003448,Ramiro Hilpert,202,08/2018,02/2023,20,8420,543684
UP,UnionPay,Barclays,49369857760757,Martine Heaney,163,03/2012,11/2016,8,5525,356493
JC,JCB,Japan Credit Bureau,4514162180843913,Elijah Huel,121,01/2020,12/2024,12,8137,104433
EO,Elo,Barclays,2717233376752041,Sherwood Kub,548,03/2020,05/2023,17,4480,712662
DC,Diners Club,Diners Club International,6375682270315814,Rey Powlowski,962,12/2009,03/2013,25,7040,895467
JC,JCB,Japan Credit Bureau,621972528252421,Jocelyn Vandervort,831,08/2014,04/2018,4,7191,739922
MT,Maestro,Capital One,36791979476860,Priscilla Ernser,816,02/2018,11/2021,17,6197,522484
MT,Maestro,Capital One,2304569306018279,Martine Dickens,495,05/2000,08/2004,2,7201,524772
AX,American Express,American Express,6376094334913528,Kade Hoeger,194,01/2007,12/2010,27,8697,427383
VI,Visa,Chase,38989718517329,Amanda Goyette,899,04/2016,09/2020,19,8468,707667
HC,Hipercard,Capital One,6062826884815804,Oral Considine,673,08/2001,03/2006,26,5083,417711
DC,Diners Club,Diners Club International,4936457574207307,Matilde Herzog,136,04/2010,06/2014,12,9358,853408
HR,Hiper,GE Capital,375130507624478,Clemmie Will,834,03/2006,03/2011,27,7802,550129
MT,Maestro,U.S. Bancorp,21317768263021038,Evangeline McCullough,965,05/2000,03/2005,4,7397,140098
VI,Visa,Bank of America,6062821854527547,Josiane Gutmann,255,04/2011,01/2016,26,4147,111843
UP,UnionPay,Chase,6500510087101671,Felipa Kunze,540,09/2014,11/2017,22,4069,711827
VI,Visa,Wells Fargo,6375998354365388,Gwen Rogahn,6407,12/2011,02/2015,11,3880,605336
AX,American Express,American Express,6062825879005066,Bryon Harber,529,12/2018,07/2023,8,3842,907654
EO,Elo,Barclays,6516794961829704,Eryn Hayes,636,05/2007,01/2012,27,8901,218115
MT,Maestro,Capital One,6443803686881300,Josue Kuhlman,804,04/2001,05/2005,8,6999,919592
DS,Discover,Discover,345434921782509,Crawford Smitham,551,01/2018,07/2021,2,4959,407115
JC,JCB,Japan Credit Bureau,6376122433158198,Clyde Graham,507,04/2015,04/2019,23,3731,446145
JC,JCB,Japan Credit Bureau,6062820497028558,Nicholas Smith,984,10/2009,11/2012,12,2517,283346
MC,Mastercard,U.S. Bancorp,36566655404273,Brandon Gorczany,8161,06/2014,11/2018,19,1153,81210
HC,Hipercard,Chase,6062825166356438,Rita Nader,9952,05/2020,01/2025,20,3394,103372
DS,Discover,Discover,5111299085632878,Dorris Frami,8614,03/2010,12/2014,14,2778,513248
DC,Diners Club,Diners Club International,377671046842889,Margaret Koelpin,7319,04/2015,04/2019,2,3560,809557
UP,UnionPay,Chase,6062820488032338,Marta Steuber,306,11/2016,10/2020,11,2446,987751
EO,Elo,Capital One,3589468192149815,Kim Goyette,876,08/2003,03/2007,4,2346,815376
UP,UnionPay,Bank of America,63365996109851408,Norberto Gusikowski,3033,06/2017,07/2020,20,9193,595994
MC,Mastercard,U.S. Bancorp,3848902904008086606,Chance Eichmann,506,03/2002,02/2007,26,4991,499284
MT,Maestro,Capital One,30595451304938,Jules Lang,401,03/2013,05/2016,18,7754,491296
HR,Hiper,Capital One,3961861458146659964,Arlo Weimann,728,07/2006,01/2011,13,8404,797317
HC,Hipercard,U.S. Bancorp,6550213290645571,Arnaldo Russel,481,10/2007,05/2012,9,3087,424858
HC,Hipercard,Wells Fargo,6375688804500060,Willis McLaughlin,881,06/2017,05/2022,16,9736,512542
MC,Mastercard,Barclays,3006878579544356294,Margaret Greenholt,700,05/2007,10/2010,19,5755,258418
MT,Maestro,Capital One,378960072238198,Elaina Wehner,429,10/2020,10/2024,20,5884,987864
HR,Hiper,Capital One,6220511534177966643,Lydia Ruecker,611,07/2013,09/2017,17,6922,210843
UP,UnionPay,Chase,6062826086306289,Mertie Harvey,222,07/2015,11/2019,26,1902,741426
AX,American Express,American Express,4967894906692842,Ramiro Streich,471,03/2001,03/2004,14,4757,810933
AX,American Express,American Express,344355218804741,Benjamin Weber,255,04/2006,04/2011,16,1829,50551
HC,Hipercard,Bank of America,6370955747946063,Constance Bayer,631,06/2007,07/2011,21,7474,240885
HC,Hipercard,Barclays,3917858522146148,Raquel Rutherford,681,08/2010,05/2015,12,3061,331330
EO,Elo,Capital One,6062827963465057,Jesus Kshlerin,385,04/2012,02/2017,8,1503,308140
MT,Maestro,GE Capital,5592888856313698,Broderick Smith,745,11/2003,09/2007,24,1043,262958
VI,Visa,Capital One,5041758549999368,Joana Quigley,521,04/2018,03/2022,6,6786,411837
JC,JCB,Japan Credit Bureau,21312217656742003,Cale Reinger,198,09/2010,11/2014,20,9240,38360
DS,Discover,Discover,3528032286878541899,Favian Dare,928,07/2007,09/2011,22,9012,966657
AX,American Express,American Express,213198406126694637,Lonie Pollich,832,07/2005,01/2009,1,3020,414212
MT,Maestro,Barclays,6492837655513775,Danial McGlynn,749,07/2013,09/2016,12,1241,634829
EO,Elo,Barclays,2681835777989063,Rosemary Quitzon,696,02/2013,09/2016,19,1335,375218
MT,Maestro,Barclays,5067783351219373,Estelle Cummings,723,07/2017,06/2022,16,6454,401989
EO,Elo,Capital One,4362859720986325,Armani West,707,04/2000,08/2003,18,5921,45054
MT,Maestro,GE Capital,6376095832412111,Armando Kunze,1439,12/2018,01/2023,11,2376,313850
HC,Hipercard,Chase,632906244660,Oswaldo Batz,848,07/2011,04/2016,5,7473,963446
DC,Diners Club,Diners Club International,6446091854194220,Alec Hilpert,387,03/2013,08/2016,13,5220,214698
HC,Hipercard,GE Capital,6062828517089971,Berenice Parisian,6050,12/2008,05/2013,3,1886,177890
MT,Maestro,Capital One,506698917477784605,Vladimir McCullough,8237,09/2004,07/2008,3,7859,57560
HR,Hiper,U.S. Bancorp,349361101941975,Elva Ebert,851,12/2013,06/2018,20,3153,379834
HC,Hipercard,U.S. Bancorp,2704551912562318,Dangelo Wolff,678,09/2007,04/2011,21,5913,544107
EO,Elo,GE Capital,6443210054880114,John Little,141,12/2011,08/2016,17,3367,267959
EO,Elo,Barclays,345074155960593,Bud Wilderman,456,10/2014,05/2018,1,7989,617235
HR,Hiper,Chase,4854586888555213,Elza Hermann,133,02/2002,09/2005,8,4044,69875
DS,Discover,Discover,8131960479814233184,Afton Mayer,134,12/2017,08/2021,19,4894,696138
MT,Maestro,Wells Fargo,6376095739287509,Elwin Greenholt,365,12/2014,01/2019,13,4234,569742
JC,JCB,Japan Credit Bureau,341437371204332,Raleigh Yundt,188,12/2009,09/2013,18,9544,238856
UP,UnionPay,Chase,377052884917390,Rebeca Emmerich,143,12/2016,02/2020,8,1254,494196
VI,Visa,Chase,6441224369976279,Jana Heidenreich,305,11/2008,05/2013,4,8642,457785
MT,Maestro,Chase,5090006854313746,Casimer McCullough,718,11/2018,02/2022,4,8059,255738
EO,Elo,U.S. Bancorp,2299304365814468,Maxime Feeney,631,06/2006,01/2011,18,1126,519938
DS,Discover,Discover,371135302742213,Major Hartmann,464,01/2005,10/2008,1,8067,342555
HC,Hipercard,Capital One,3051731207025463,Bradly Bahringer,600,09/2020,02/2024,2,1720,465122
HR,Hiper,Capital One,6448870157051700,Karina McGlynn,289,05/2010,01/2014,25,4736,228943
HR,Hiper,Barclays,6362973148465989,Laurine Macejkovic,609,03/2009,10/2012,11,8672,21296
UP,UnionPay,Wells Fargo,30099467394926,Elise Jacobi,189,08/2008,12/2012,12,2250,337238
DC,Diners Club,Diners Club International,6062827113664252,Ellen King,412,07/2019,12/2022,24,2194,122981
AX,American Express,American Express,6062829113392363,Kaitlyn Simonis,271,10/2016,12/2019,5,3484,589064
DS,Discover,Discover,6062825208476509,Elwyn Anderson,667,09/2015,10/2018,3,3879,493684
VI,Visa,Bank of America,342897645419397,Jessy Schroeder,285,06/2019,11/2022,4,6538,92875
VI,Visa,Capital One,346891781507392,Meagan Christiansen,845,01/2020,08/2023,1,7955,636931
MT,Maestro,Barclays,377922883500480,Orin Rau,382,04/2015,02/2020,18,6101,286547
VI,Visa,Chase,2221340227364733,Ethyl Rippin,869,04/2015,09/2018,23,1208,443959
AX,American Express,American Express,4133119629356932,Krystal Schneider,123,12/2014,06/2018,5,1347,758750
AX,American Express,American Express,6011784230385356,Verlie Rippin,136,02/2020,05/2024,14,8467,631751
VI,Visa,U.S. Bancorp,39440443894111,Rylan Halvorson,635,07/2002,10/2006,4,2144,107848
HC,Hipercard,Barclays,6272174887331388,Jayson Osinski,651,04/2013,05/2017,22,5194,910067
UP,UnionPay,GE Capital,4290217540286219,Sharon Becker,535,06/2003,07/2006,8,5530,319367
AX,American Express,American Express,56666462974437120,Michale Bahringer,805,03/2003,10/2007,7,4840,236879
HC,Hipercard,GE Capital,6062825785360688,Leonard Considine,538,02/2004,02/2009,11,9646,396711
AX,American Express,American Express,6062822039165757,Dax Hane,150,04/2000,12/2003,24,7707,218110
JC,JCB,Japan Credit Bureau,5089998734006,Major Kirlin,8769,12/2006,08/2011,6,2955,231009
JC,JCB,Japan Credit Bureau,2710920712072699,Kelsie Franecki,106,06/2020,02/2024,11,8867,54573
DC,Diners Club,Diners Club International,6363686734031689,Imogene McCullough,8862,11/2009,01/2013,9,1893,666542
EO,Elo,Barclays,6370956259223925,Hank Brakus,784,08/2018,03/2022,5,2687,27354
DS,Discover,Discover,5517702417124803,Jonas Leffler,711,09/2014,04/2018,10,2362,61098
HC,Hipercard,GE Capital,5067790325348,Naomie Tromp,379,03/2020,07/2023,1,1592,381404
AX,American Express,American Express,6221269750386006,Guy Senger,836,11/2011,06/2015,2,5431,900151
DC,Diners Club,Diners Club International,6220024206557986,Khalid Fadel,821,07/2004,11/2008,6,4032,594968
HR,Hiper,Bank of America,6500339876444724,Matteo Lakin,202,12/2000,09/2005,24,5180,19238
DC,Diners Club,Diners Club International,4905504185561668,Dereck Huels,808,09/2014,04/2018,20,1719,213256
VI,Visa,U.S. Bancorp,622002925006767062,Beatrice Weber,389,10/2003,08/2008,14,2449,49379
EO,Elo,U.S. Bancorp,2297345545602309,Nikki Swaniawski,220,12/2007,04/2011,3,2574,771410
HR,Hiper,Wells Fargo,6491897087646727,Julie Hane,564,03/2020,09/2024,4,9962,29807
JC,JCB,Japan Credit Bureau,6062828573127558,Jevon Heaney,646,01/2005,08/2008,27,8454,315563
JC,JCB,Japan Credit Bureau,6443489807800200598,Chance Klocko,791,05/2007,05/2012,10,8395,582756
MC,Mastercard,U.S. Bancorp,4168992599405568,Gregory Rath,511,01/2003,10/2007,16,3940,976802
MT,Maestro,Chase,6062822762410834,Pink Romaguera,830,08/2017,05/2022,9,9514,756387
MT,Maestro,Barclays,6062827386366601,Suzanne Bayer,108,04/2015,09/2019,9,1380,406899
DS,Discover,Discover,5617237783234,Riley Lebsack,114,11/2003,04/2007,25,6305,879081
UP,UnionPay,U.S. Bancorp,6579661949788191,Laurel Kiehn,432,02/2009,10/2013,14,1541,277750
DS,Discover,Discover,6493762472934260,Archibald Lakin,7584,02/2012,03/2016,26,1792,620693
HR,Hiper,Wells Fargo,2229548901918556,Kaitlin Yundt,545,11/2007,08/2011,10,6367,885412
HR,Hiper,Wells Fargo,622074842102470,Rhiannon Glover,998,10/2016,12/2020,10,2248,834086
DS,Discover,Discover,6550518601370218,London Goyette,875,02/2019,08/2022,17,5400,964631
DS,Discover,Discover,21316294006208049,Jessica Mitchell,437,07/2012,10/2016,16,5920,262018
JC,JCB,Japan Credit Bureau,6507180246994458,Daryl Hilpert,224,11/2016,04/2021,20,9956,351408
AX,American Express,American Express,6062827519307928,Nelson Terry,703,05/2013,05/2017,6,1849,648956
AX,American Express,American Express,4041969121557606,Madelyn Boyer,908,11/2015,03/2020,9,2179,148535
HC,Hipercard,Wells Fargo,3589667541739073,Kathryn Mayer,392,11/2001,03/2006,15,9834,76421
HR,Hiper,U.S. Bancorp,2229768997945699,Kari Langworth,663,12/2002,05/2007,17,7418,921470
HC,Hipercard,Wells Fargo,6011519819110159,Amelie Goodwin,379,02/2000,12/2003,16,3868,291194
HR,Hiper,Capital One,5175112343827839,Layla Corkery,269,05/2017,08/2021,27,3350,274547
MC,Mastercard,Barclays,6444539922737216498,Jordane Gerhold,436,05/2009,05/2013,7,2653,453862
DC,Diners Club,Diners Club International,358917710180341438,Alford Gottlieb,911,03/2004,10/2007,9,3094,875342
HC,Hipercard,Chase,5675860698262516,Cyrus Pollich,157,03/2012,08/2016,10,3188,612085
HR,Hiper,Chase,6062827093467817,Claudia White,211,01/2008,04/2011,27,7880,474419
AX,American Express,American Express,2713465608270335,Athena Effertz,233,07/2000,02/2004,16,4058,613342
DS,Discover,Discover,4307188646798053,Jamarcus Wolf,439,04/2020,12/2023,19,9342,848105
HC,Hipercard,Barclays,6762018345861651329,Alba Block,391,01/2003,05/2006,5,2884,98891
HR,Hiper,Capital One,6499744492817501792,Nat Jenkins,609,12/2010,12/2015,14,9571,829377
VI,Visa,Barclays,340665158604578,Jennifer Weimann,224,04/2012,03/2017,14,5759,846789
DS,Discover,Discover,4715090966330440,Christopher Ward,3147,08/2020,01/2024,18,4764,636468
HC,Hipercard,Chase,6376090636271870,Rene Cartwright,835,05/2009,07/2013,17,8418,494492
EO,Elo,Barclays,5166594774712377,Jana Marvin,734,03/2018,02/2022,11,7729,716229
AX,American Express,American Express,6062823082266682,Curtis Harvey,429,01/2016,09/2019,13,1060,407726
JC,JCB,Japan Credit Bureau,4936985970574,Isac Klein,794,07/2013,07/2017,8,4188,685521
MC,Mastercard,GE Capital,2712276890896609,Enrique Jones,7510,05/2008,05/2012,4,8540,933947
JC,JCB,Japan Credit Bureau,358947035089696425,Marion Hettinger,418,07/2007,02/2012,20,5698,692074
HC,Hipercard,Capital One,370599853312042,Colten Boyer,234,02/2003,02/2007,26,5332,961697
JC,JCB,Japan Credit Bureau,6375995499788565,Marcus Lubowitz,631,07/2017,12/2021,13,6108,214034
EO,Elo,GE Capital,2630491979728198,Joesph Collins,631,03/2001,09/2005,9,3792,505988
VI,Visa,U.S. Bancorp,4315360489934810,Ward Dicki,358,12/2019,07/2024,14,7565,33722
MC,Mastercard,Capital One,6375687126577699,Kristopher Hyatt,244,04/2003,08/2007,27,3314,469309
AX,American Express,American Express,3926647882593778,Arno Kub,367,11/2000,11/2005,16,4779,958730
VI,Visa,Capital One,2712125207873795,Vicente Monahan,207,07/2020,02/2025,8,3469,256723
DS,Discover,Discover,3589457242867355229,Camille Bruen,5575,04/2010,02/2015,4,6414,534991
DS,Discover,Discover,30589780845562,Jordy Auer,798,12/2018,02/2023,19,1042,574036
AX,American Express,American Express,506779814119606,Brisa Lehner,473,12/2003,09/2007,6,4826,221381
JC,JCB,Japan Credit Bureau,6062826055364657,Beverly McGlynn,993,10/2016,03/2020,2,4123,702481
EO,Elo,Chase,3052379835129325288,Chance Torphy,5680,04/2005,11/2009,2,4210,31908
HR,Hiper,GE Capital,378517741659475,Bette Hilll,383,04/2003,06/2007,7,9163,349336
HC,Hipercard,Barclays,6062822476127195,Destinee Mayert,647,10/2004,02/2009,3,3509,38412
MC,Mastercard,Bank of America,4500945899281821,Yvette Kiehn,667,08/2009,09/2013,21,5832,156047
MC,Mastercard,Capital One,2295623695658558,Winston Runolfsson,368,01/2004,05/2008,25,4394,451376
JC,JCB,Japan Credit Bureau,2131268857200315001,Sterling Swift,211,01/2002,08/2006,26,4991,974622
JC,JCB,Japan Credit Bureau,2221151424061158,Cordia Lowe,356,01/2016,04/2019,15,5170,231331
JC,JCB,Japan Credit Bureau,593713528061790,Akeem Kessler,8762,07/2019,01/2023,7,3049,140076
AX,American Express,American Express,6524684599517120,Bruce Nolan,812,10/2015,09/2019,6,9859,686461
HC,Hipercard,Chase,6062829368107326,Leanna Zieme,803,05/2008,04/2012,10,6182,184478
HC,Hipercard,Chase,6376093014185100,Lora Strosin,228,01/2007,07/2010,16,6442,470694
HR,Hiper,GE Capital,6062828979133523,Tito Jacobs,434,02/2020,05/2024,25,6226,235675
JC,JCB,Japan Credit Bureau,4905576673836554,Arlene Blick,337,05/2001,07/2004,18,9756,383818
MC,Mastercard,Barclays,6218219991081978,Albertha Koch,422,02/2000,05/2003,15,5544,629451
HR,Hiper,U.S. Bancorp,630606834501665008,Filomena Brekke,842,05/2009,02/2013,12,7372,466544
HR,Hiper,Chase,6062824203954594,Dahlia Gleichner,666,02/2003,09/2006,14,4588,762248
HR,Hiper,U.S. Bancorp,6325324739544,Melany Roob,508,03/2005,09/2009,3,7526,245462
MC,Mastercard,Chase,5089990488642690,Orval Simonis,753,10/2015,05/2020,7,7397,788980
JC,JCB,Japan Credit Bureau,4376062987974647,Marianna Bartoletti,974,11/2017,03/2022,1,1258,686038
DS,Discover,Discover,636745036315119,Paxton Frami,4687,01/2002,04/2006,27,2513,654056
HC,Hipercard,Capital One,2704590130636611,Tessie Roob,295,03/2016,11/2020,10,7804,35356
DS,Discover,Discover,4498971894478489,Lilly Goodwin,523,03/2019,09/2023,9,7451,922317
DS,Discover,Discover,2294705712610646,Samson Bayer,760,02/2006,02/2011,19,7433,319539
DC,Diners Club,Diners Club International,627700845396884,Camila White,526,03/2018,01/2023,22,5418,317791
DC,Diners Club,Diners Club International,6062824379126704,Jerome Shanahan,469,08/2013,02/2017,23,2408,348412
HR,Hiper,Capital One,5624826950778,Domenic Koelpin,3580,07/2006,03/2010,15,3558,699771
HR,Hiper,GE Capital,4139166755579658,Nasir Bednar,716,09/2001,09/2006,20,3467,127624
AX,American Express,American Express,2229548326423935,Chaya Toy,484,03/2010,12/2014,12,8565,538815
JC,JCB,Japan Credit Bureau,5189364114425459,Bennie Weimann,816,12/2016,06/2020,23,4126,51489
HR,Hiper,Chase,6561833300971563,Arjun Nitzsche,285,01/2002,02/2006,5,8569,629216
MC,Mastercard,U.S. Bancorp,500000528686,Garrick Runolfsson,721,07/2016,02/2021,11,5051,313893
MT,Maestro,Chase,4936985715056795,Keenan Jakubowski,896,01/2018,01/2022,10,3443,776412
DC,Diners Club,Diners Club International,3927012349237746167,Kelton Hoeger,324,06/2020,07/2024,21,9828,60249
UP,UnionPay,Wells Fargo,2131929669916303598,Tommie Hessel,474,05/2009,03/2013,23,7331,546554
